0;Concurso;Data Sorteio;1ª Dezena;2ª Dezena;3ª Dezena;4ª Dezena;5ª Dezena;6ª Dezena;Arrecadacao_Total;Ganhadores_Sena;Cidade;UF;Rateio_Sena;Ganhadores_Quina;Rateio_Quina;Ganhadores_Quadra;Rateio_Quadra;Acumulado;Valor_Acumulado;Estimativa_Prêmio;Acumulado_Mega_da_Virada
1414;1300;13/07/2011;46;43;59;54;44;53;36.367.47800;2;CODÓ;MA;9.484.39142;58;36.70950;3652;83287;NÃO;000;2.500.00000;34.995.67337
1415;DIVINÓPOLIS;MG;;;;;;;;;;;;;;;;;;;
1416;1301;16/07/2011;16;25;03;51;23;56;25.508.52800;1;BLUMENAU;SC;2.751.01540;74;20.18119;5155;41385;NÃO;000;2.000.00000;35.388.67559
1417;1302;20/07/2011;44;15;56;02;10;57;21.695.49800;0;;;000;63;20.16147;5084;35691;SIM;2.339.79197;5.000.00000;35.722.93160
1418;1303;23/07/2011;19;51;54;08;52;46;27.473.68200;0;;;000;40;40.21148;3573;64310;SIM;5.302.74311;9.000.00000;36.146.21035
1419;1304;27/07/2011;35;23;15;07;20;14;28.646.90600;0;;;000;79;21.22970;7568;31658;SIM;17.861.87613;21.000.00000;36.587.56460
1420;1305;30/07/2011;44;11;05;46;36;03;39.487.31800;0;;;000;136;16.99855;9982;33085;SIM;22.120.46055;27.000.00000;37.195.93381
1421;1306;03/08/2011;45;06;19;34;43;22;42.754.45600;0;;;000;167;14.98850;10694;33437;SIM;26.731.39564;32.000.00000;37.854.63884
1422;1307;06/08/2011;10;47;54;07;43;32;49.555.38200;1;GUANHÃES;MG;32.075.78945;153;18.96237;11019;37613;NÃO;000;2.000.00000;38.618.12369
1423;1308;09/08/2011;24;33;07;30;47;08;14.716.49600;0;;;000;75;11.48779;4417;27865;SIM;1.587.12831;3.800.00000;38.844.85631
1424;1309;11/08/2011;07;12;25;26;32;39;22.953.93200;0;;;000;100;13.43849;6163;31150;SIM;15.550.75673;18.000.00000;39.198.50063
1425;1310;13/08/2011;14;08;53;09;59;32;35.441.74000;0;;;000;107;19.39208;7570;39157;SIM;19.373.03814;24.000.00000;39.744.54085
1426;1311;17/08/2011;54;07;19;12;45;09;39.404.80800;0;;;000;253;9.11847;13609;24216;SIM;23.622.72412;29.000.00000;40.351.63887
1427;1312;20/08/2011;28;30;29;22;20;05;45.959.79600;0;;;000;201;13.38676;10377;37042;SIM;28.579.34516;33.000.00000;41.059.72761
1428;1313;24/08/2011;39;26;49;01;04;43;48.565.80400;0;;;000;140;20.30934;9036;44952;SIM;33.817.01606;39.000.00000;41.807.96632
1429;1314;27/08/2011;42;44;52;58;60;38;57.336.63200;0;;;000;122;27.51475;7797;61503;SIM;55.369.06227;63.000.00000;42.691.33454
1430;1315;31/08/2011;27;29;01;50;52;38;79.859.63800;1;Aracaju;SE;63.981.67584;108;43.29092;9003;74188;NÃO;000;2.500.00000;43.921.70792
1431;1316;03/09/2011;48;34;25;42;13;08;26.185.29200;1;VINHEDO;SP;2.824.00229;241;6.36112;9757;22445;NÃO;000;2.000.00000;44.325.13683
1432;1317;08/09/2011;35;29;37;13;06;30;20.544.57600;0;;;000;67;17.95211;5004;34338;SIM;2.215.66861;4.700.00000;44.641.66093
1433;1318;10/09/2011;34;46;14;28;11;16;25.462.82200;0;;;000;140;10.64809;6962;30589;SIM;4.961.75476;8.000.00000;45.033.95897
1434;1319;14/09/2011;16;04;18;27;05;51;30.169.43400;0;;;000;103;17.14838;7798;32357;SIM;20.568.15164;25.000.00000;45.498.77035
1435;1320;17/09/2011;38;17;55;41;24;25;44.252.95600;0;;;000;128;20.24070;8496;43563;SIM;25.340.69529;31.000.00000;46.180.56232
1436;1321;21/09/2011;51;59;47;10;60;53;53.135.68400;1;PETRÓPOLIS;RJ;31.071.21353;128;24.30354;11775;37741;NÃO;000;2.000.00000;46.999.20780
1437;1322;24/09/2011;55;43;21;10;47;53;25.427.03000;0;;;000;54;27.56736;3738;56892;SIM;2.742.22609;5.700.00000;47.390.95440
1438;1323;28/09/2011;25;37;15;06;48;55;28.429.86600;0;;;000;58;28.69723;5387;44139;SIM;5.808.29870;9.000.00000;47.828.96479
1439;1324;01/10/2011;29;44;51;31;18;57;34.005.49200;0;;;000;86;23.14962;5421;52464;SIM;22.033.75485;26.000.00000;48.352.87716
1440;1325;05/10/2011;35;02;20;43;05;16;43.670.85600;0;;;000;195;13.11144;14090;25922;SIM;26.743.52084;32.000.00000;49.025.70088
1441;1326;08/10/2011;30;19;10;18;50;11;52.738.34000;0;;;000;179;17.24911;13207;33397;SIM;32.431.18677;38.000.00000;49.838.22459
1442;1327;13/10/2011;41;35;36;16;52;54;58.515.20600;0;;;000;89;38.49213;7175;68209;SIM;38.741.86973;46.000.00000;50.739.75074
1443;1328;15/10/2011;43;27;59;53;23;10;61.651.40800;1;Teresina;PI;45.390.78232;213;16.94558;14179;36365;NÃO;000;2.000.00000;51.689.59542
1444;1329;19/10/2011;43;50;08;07;39;11;25.381.75800;0;;;000;66;22.51495;5244;40481;SIM;19.139.51977;23.000.00000;52.080.64452
1445;1330;22/10/2011;48;08;21;18;49;30;44.818.90800;0;;;000;76;34.52557;6768;55385;SIM;23.973.09960;30.000.00000;52.771.15594
1446;1331;26/10/2011;24;46;39;57;26;09;48.606.92600;1;PEDRO CANÁRIO;ES;29.215.20537;157;18.12557;11461;35470;NÃO;000;2.000.00000;53.520.02821
1447;1332;29/10/2011;05;13;03;24;35;59;27.477.44600;1;BRASÍLIA;DF;2.963.35708;150;10.72453;10790;21298;NÃO;000;2.000.00000;53.943.36494
1448;1333;03/11/2011;25;51;26;42;28;33;23.695.35600;0;;;000;54;25.68991;3893;50906;SIM;2.555.47044;5.000.00000;54.308.43216
1449;1334;05/11/2011;08;25;27;06;10;01;28.431.06600;0;;;000;392;4.24620;16794;14159;SIM;17.351.26484;21.000.00000;54.746.46103
1450;1335;09/11/2011;49;03;51;20;22;14;42.041.30200;1;GOIÂNIA;GO;21.885.28849;94;26.18433;7457;47152;NÃO;000;2.500.00000;55.394.17871
1451;1336;12/11/2011;51;54;32;01;38;47;28.618.53600;1;BARBALHA;CE;3.086.42009;38;44.09172;3539;67633;NÃO;000;2.000.00000;55.835.09587
1452;1337;16/11/2011;38;02;45;35;20;51;20.058.30400;0;;;000;30;39.14408;2680;62597;SIM;2.163.22569;5.000.00000;56.144.12812
1453;1338;19/11/2011;19;33;18;43;60;01;30.461.94800;1;SALVADOR;BA;5.448.45203;102;17.48440;6329;40254;NÃO;000;2.300.00000;56.613.44619
1454;1339;23/11/2011;59;10;16;14;07;54;23.396.16400;0;;;000;58;23.61619;5087;38466;SIM;12.323.95162;16.000.00000;56.973.90384
1455;1340;26/11/2011;36;21;13;59;60;30;35.779.13600;0;;;000;71;29.50290;6148;48673;SIM;16.182.62014;20.000.00000;57.525.14222
1456;1341;30/11/2011;11;40;37;20;01;52;40.783.20000;0;;;000;90;26.52968;6566;51948;SIM;20.580.96140;25.000.00000;58.153.47670
1457;1342;03/12/2011;05;60;46;42;50;07;47.829.56000;0;;;000;102;27.45298;8092;49435;SIM;25.739.23068;31.000.00000;58.890.37231
1458;1343;07/12/2011;51;31;42;20;56;19;49.985.69800;0;;;000;58;50.45578;6113;68389;SIM;31.130.03272;37.000.00000;59.660.48692
1459;1344;10/12/2011;19;42;08;36;21;59;58.986.18600;3;ESTÂNCIA VELHA;RS;12.497.16980;236;14.63294;13393;36835;NÃO;000;20.000.00000;60.569.26932
1460;FLORIANÓPOLIS;SC;;;;;;;;;;;;;;;;;;;
1461;TAUBATÉ;SP;;;;;;;;;;;;;;;;;;;
1462;1345;14/12/2011;50;40;26;07;19;17;35.477.03000;0;;;000;74;28.06782;6043;49100;SIM;19.645.69509;24.000.00000;61.115.85323
1463;1346;17/12/2011;59;47;32;48;40;12;44.171.70600;1;CURITIBA;PR;24.409.47619;57;45.36934;5205;70977;NÃO;000;2.000.00000;61.796.39340
1464;1347;20/12/2011;19;45;54;56;46;09;15.591.15400;0;;;000;38;24.02082;2940;44353;SIM;1.681.45745;4.000.00000;62.036.60162
1465;1348;22/12/2011;38;45;39;07;12;56;24.032.08200;0;;;000;89;15.80864;5009;40126;SIM;4.273.24273;7.000.00000;62.406.85667
1466;1349;24/12/2011;09;19;20;50;60;51;26.205.39400;1;JUIZ DE FORA;MG;7.099.41295;168;9.13218;7012;31256;NÃO;000;170.000.00000;72.672.42930
1467;1350;31/12/2011;04;36;29;55;45;03;549.326.71800;5;RUSSAS;CE;35.523.49752;954;33.71130;85582;53683;NÃO;000;2.500.00000;000
1468;BRASÍLIA;DF;;;;;;;;;;;;;;;;;;;
1469;CARMO DO CAJURU;MG;;;;;;;;;;;;;;;;;;;
1470;BELÉM;PA;;;;;;;;;;;;;;;;;;;
1471;MAUÁ;SP;;;;;;;;;;;;;;;;;;;
1472;1351;04/01/2012;13;50;41;36;56;33;20.333.42400;0;;;000;34;35.01263;3264;52102;SIM;2.192.89653;4.700.00000;313.27094
1473;1352;07/01/2012;35;59;36;09;18;24;27.619.42800;0;;;000;75;21.55989;6632;34830;SIM;5.171.56592;8.000.00000;738.79515
1474;1353;11/01/2012;47;11;03;27;32;13;29.111.59600;1;SÃO LEOPOLDO;RS;8.311.16099;161;10.58603;10308;23620;NÃO;000;2.000.00000;1.187.30875
1475;1354;14/01/2012;02;42;08;49;48;38;26.110.88200;1;INDAIAL;SC;2.815.97740;71;21.53061;4842;45101;NÃO;000;9.500.00000;1.589.59126
1476;1355;18/01/2012;39;49;11;24;17;46;28.231.62600;0;;;000;133;12.42732;6490;36381;SIM;10.038.89430;13.500.00000;2.024.54742
1477;1356;21/01/2012;21;46;06;22;13;31;34.891.61200;0;;;000;90;22.69717;7070;41275;SIM;13.801.84613;18.000.00000;2.562.11199
1478;1357;25/01/2012;55;52;26;19;01;24;34.816.91600;0;;;000;116;17.57217;6940;41959;SIM;17.556.74221;21.500.00000;3.098.52573
1479;1358;28/01/2012;16;15;37;03;35;47;41.749.10800;0;;;000;145;16.85670;10440;33445;SIM;22.059.25365;27.000.00000;3.741.74167
1480;1359;01/02/2012;12;17;28;53;06;10;43.427.11200;0;;;000;254;10.00969;13663;26583;SIM;39.156.09515;45.000.00000;4.410.81011
1481;1360;04/02/2012;50;25;17;16;54;02;57.400.01400;2;ARAPIRACA;AL;22.673.25406;112;30.00455;9880;48590;NÃO;000;2.500.00000;5.295.15483
1482;ITAÚNA;MG;;;;;;;;;;;;;;;;;;;
1483;1361;08/02/2012;37;27;44;30;38;23;23.685.13600;0;;;000;38;36.49098;3381;58590;SIM;2.554.36824;5.000.00000;5.660.06459
1484;1362;11/02/2012;58;19;12;22;02;36;29.840.64200;3;VITÓRIA;ES;1.924.19622;129;13.54290;8825;28280;NÃO;000;2.000.00000;6.119.81037
1485;AMERICANA;SP;;;;;;;;;;;;;;;;;;;
1486;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1487;1363;15/02/2012;52;25;42;45;35;57;22.238.80000;0;;;000;36;36.16613;2744;67783;SIM;2.398.38540;5.000.00000;6.462.43687
1488;1364;18/02/2012;20;13;40;10;53;44;27.107.62600;0;;;000;60;26.45047;4436;51108;SIM;16.186.62778;19.000.00000;6.880.07589
1489;1365;22/02/2012;50;35;32;26;02;24;20.781.49200;0;;;000;52;23.39734;3368;51605;SIM;18.427.84704;22.000.00000;7.200.25008
1490;1366;25/02/2012;59;44;54;37;27;12;41.492.83800;1;CUIABÁ;MT;22.902.72055;124;19.59046;7974;43520;NÃO;000;2.000.00000;7.839.51774
1491;1367;01/03/2012;38;29;43;13;07;02;17.429.74600;0;;;000;111;9.19308;6443;22625;SIM;1.879.74388;3.800.00000;8.108.05258
1492;1368;03/03/2012;10;26;29;38;32;21;27.762.38200;1;MORRETES;PR;4.873.83043;34;47.80475;4447;52213;NÃO;000;2.000.00000;8.535.77924
1493;1369;07/03/2012;32;24;16;38;05;46;21.682.23800;0;;;000;195;6.50972;7636;23748;SIM;11.093.28398;14.500.00000;8.869.83097
1494;1370;10/03/2012;02;27;59;49;04;05;36.211.33200;2;SALVADOR;BA;7.499.28175;115;18.43486;9979;30349;NÃO;000;2.000.00000;9.427.72806
1495;SALVADOR;BA;;;;;;;;;;;;;;;;;;;
1496;1371;14/03/2012;47;11;08;49;03;04;21.159.46000;0;;;000;101;12.26525;7421;23847;SIM;2.281.98194;5.000.00000;9.753.72550
1497;1372;17/03/2012;46;60;58;36;40;03;28.545.87200;0;;;000;48;34.81731;4069;58674;SIM;5.360.56543;9.000.00000;10.193.52316
1498;1373;21/03/2012;52;39;07;27;55;57;29.296.93200;1;IPATINGA;MG;8.520.14841;73;23.49592;6082;40287;NÃO;000;2.000.00000;10.644.89218
1499;1374;24/03/2012;21;33;28;31;43;06;24.212.76200;0;;;000;32;44.29835;3575;56645;SIM;12.062.91042;15.000.00000;11.017.93091
1500;1375;28/03/2012;25;28;53;45;14;58;33.206.74000;2;FOZ DO IGUAÇU;PR;7.822.07702;121;16.06697;7136;38919;NÃO;000;2.000.00000;11.529.53716
1501;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1502;1376;31/03/2012;53;49;21;11;54;09;24.649.26000;0;;;000;57;25.31758;4091;50392;SIM;2.658.34601;5.500.00000;11.909.30090
1503;1377;04/04/2012;25;05;13;12;35;02;27.285.30400;1;RIO DE JANEIRO;RJ;5.600.98117;175;9.12817;12352;18475;NÃO;000;2.000.00000;12.329.67736
1504;1378;07/04/2012;18;17;59;02;54;05;19.957.00600;0;;;000;74;15.78908;5614;29731;SIM;2.152.30102;5.000.00000;12.637.14896
1505;1379;11/04/2012;45;05;36;12;50;58;26.028.11800;0;;;000;61;24.98079;5455;39906;SIM;13.848.34405;17.000.00000;13.038.15632
1506;1380;14/04/2012;52;14;03;60;57;55;40.011.28800;0;;;000;100;23.42479;6994;47846;SIM;18.163.43701;23.000.00000;13.654.59819
1507;1381;18/04/2012;44;30;27;11;40;57;43.151.89200;1;SÃO PAULO;SP;22.817.23434;109;23.17749;7087;50925;NÃO;000;2.000.00000;14.319.42639
1508;1382;20/04/2012;17;27;55;13;05;16;16.820.63800;0;;;000;70;14.06817;6131;22945;SIM;1.814.05348;4.500.00000;14.578.57691
1509;1383;25/04/2012;09;55;23;44;07;46;25.465.08000;0;;;000;106;14.06476;6224;34219;SIM;4.560.38315;7.500.00000;14.970.90973
1510;1384;28/04/2012;56;18;31;02;30;45;32.449.99400;2;LONDRINA;PR;4.030.00703;56;33.92499;5010;54171;NÃO;000;14.000.00000;15.470.85702
1511;SÃO CAETANO DO SUL;SP;;;;;;;;;;;;;;;;;;;
1512;1385;02/05/2012;42;37;35;27;59;36;25.027.03000;1;ITATIBA;SP;13.402.97005;52;28.17729;4170;50195;NÃO;000;2.000.00000;15.856.44095
1513;1386;05/05/2012;39;56;28;12;51;38;25.071.54000;0;;;000;27;54.36388;3462;60568;SIM;2.703.88760;6.000.00000;16.242.71061
1514;1387;09/05/2012;43;27;18;52;50;32;27.838.60000;0;;;000;47;34.67709;3492;66675;SIM;5.706.19401;9.000.00000;16.671.61154
1515;1388;12/05/2012;54;31;50;43;29;22;35.078.91400;0;;;000;48;42.78564;4047;72495;SIM;9.489.34577;14.000.00000;17.212.06181
1516;1389;16/05/2012;01;44;39;16;57;28;37.083.34200;1;CORRENTE;PI;13.488.66885;146;14.87028;7397;41929;NÃO;000;13.000.00000;17.783.39369
1517;1390;19/05/2012;29;27;19;04;28;31;33.991.51200;2;FORTALEZA;CE;6.920.51993;149;13.35603;7924;35877;NÃO;000;2.000.00000;18.307.09069
1518;CORUMBÁ;MS;;;;;;;;;;;;;;;;;;;
1519;1391;23/05/2012;19;07;12;34;53;40;21.495.36200;0;;;000;74;17.00616;5293;33965;SIM;2.318.20792;5.000.00000;18.638.26326
1520;1392;26/05/2012;43;08;02;28;33;12;27.785.08400;0;;;000;116;14.02320;8651;26862;SIM;5.314.74280;10.000.00000;19.066.33969
1521;1393;30/05/2012;44;28;18;24;04;39;26.194.12200;1;GOVERNADOR VALADARES;MG;8.139.69737;86;17.83194;5717;38320;NÃO;000;2.000.00000;19.469.90465
1522;1394;02/06/2012;11;35;16;46;24;50;24.729.38800;0;;;000;32;45.24354;4092;50544;SIM;11.764.02765;15.000.00000;19.850.90289
1523;1395;06/06/2012;05;44;11;19;17;48;36.700.84600;0;;;000;245;8.77007;13657;22475;SIM;15.722.09973;20.000.00000;20.416.34178
1524;1396;09/06/2012;52;48;54;58;55;29;38.947.90000;0;;;000;44;51.82324;4577;71170;SIM;19.922.50960;25.000.00000;21.016.40035
1525;1397;13/06/2012;15;56;03;27;04;07;48.213.45000;0;;;000;249;11.33606;18115;22259;SIM;25.122.18021;31.000.00000;21.759.21045
1526;1398;16/06/2012;42;51;14;40;32;33;56.080.91800;0;;;000;75;43.77711;7149;65609;SIM;31.170.33279;37.000.00000;22.623.23227
1527;1399;20/06/2012;39;43;60;57;34;56;65.858.25800;2;JARAGUÁ;GO;19.136.47053;648;5.95016;9834;56011;NÃO;000;20.000.00000;23.637.89060
1528;CURITIBA;PR;;;;;;;;;;;;;;;;;;;
1529;1400;23/06/2012;34;26;09;43;54;53;37.429.44800;0;;;000;72;30.43506;6208;50426;SIM;20.699.39511;25.000.00000;24.214.55483
1530;1401;27/06/2012;12;11;54;33;48;25;41.339.94200;1;NAVIRAÍ;MS;25.157.77926;233;10.38741;11965;28896;NÃO;000;2.000.00000;24.851.46686
1531;1402;30/06/2012;38;10;27;02;21;09;26.330.10000;0;;;000;101;15.26245;7929;27773;SIM;2.839.61938;6.000.00000;25.257.12679
1532;1403;04/07/2012;16;39;13;26;42;20;30.848.35200;0;;;000;95;19.01085;6176;41775;SIM;6.166.51819;10.000.00000;25.732.39805
1533;1404;07/07/2012;07;32;31;51;27;08;38.186.23600;0;;;000;88;25.40489;7470;42754;SIM;22.089.24239;27.000.00000;26.320.72189
1534;1405;11/07/2012;14;17;32;37;39;03;51.310.41200;1;CURITIBA;PR;27.622.91073;315;9.53648;15516;27658;NÃO;000;2.500.00000;27.111.24595
1535;1406;14/07/2012;07;10;38;17;24;57;29.317.88000;0;;;000;134;12.80917;9133;26848;SIM;3.161.84216;6.000.00000;27.562.93771
1536;1407;18/07/2012;53;42;31;43;29;18;31.321.02400;0;;;000;53;34.59818;3583;73111;SIM;6.539.71717;11.000.00000;28.045.49130
1537;1408;21/07/2012;43;39;20;19;24;04;39.008.39800;0;;;000;118;19.35393;8075;40402;SIM;10.746.65156;16.000.00000;28.646.48194
1538;1409;25/07/2012;50;06;47;58;26;19;41.611.00200;0;;;000;96;25.37640;6846;50835;SIM;28.288.40052;33.000.00000;29.287.57012
1539;1410;28/07/2012;54;29;18;42;40;50;57.836.63400;0;;;000;70;48.37246;6917;69932;SIM;34.525.90160;42.000.00000;30.178.64172
1540;1411;01/08/2012;32;44;12;08;48;46;78.679.98000;2;ARAUCÁRIA;PR;21.505.64636;360;12.79543;21016;31311;NÃO;000;3.000.00000;31.390.84047
1541;SÃO BERNARDO DO CAMPO;SP;;;;;;;;;;;;;;;;;;;
1542;1412;04/08/2012;06;08;37;24;45;41;30.492.42400;1;COLATINA;ES;3.288.51309;103;17.33197;6893;36998;NÃO;000;2.000.00000;31.860.62806
1543;1413;07/08/2012;54;33;13;55;45;15;15.152.07600;0;;;000;70;12.67264;3887;32602;SIM;1.634.10426;4.000.00000;32.094.07154
1544;1414;09/08/2012;44;49;57;37;21;46;25.733.09600;0;;;000;36;41.84878;3349;64264;SIM;18.502.37763;22.000.00000;32.490.53360
1545;1415;11/08/2012;51;49;46;40;36;26;40.685.47800;0;;;000;39;61.07563;3766;90355;SIM;22.890.17988;28.000.00000;33.117.36251
1546;1416;15/08/2012;49;03;19;35;22;24;50.942.62000;2;BRASÍLIA;DF;14.192.09149;206;14.47796;14457;29471;NÃO;000;2.500.00000;33.902.22011
1547;ESTRELA DO NORTE;SP;;;;;;;;;;;;;;;;;;;
1548;1417;18/08/2012;12;56;05;52;45;59;28.704.85400;4;NOVA GLÓRIA;GO;773.93230;83;20.24746;6383;37611;NÃO;000;2.000.00000;34.344.46715
1549;CORONEL FABRICIANO;MG;;;;;;;;;;;;;;;;;;;
1550;BOM PRINCÍPIO;RS;;;;;;;;;;;;;;;;;;;
1551;GUARULHOS;SP;;;;;;;;;;;;;;;;;;;
1552;1418;22/08/2012;07;08;10;27;12;56;24.524.00400;0;;;000;188;7.63707;11107;18466;SIM;2.644.83754;5.600.00000;34.722.30110
1553;1419;25/08/2012;52;21;48;58;30;17;30.791.77400;0;;;000;56;32.19140;3828;67275;SIM;17.872.76948;22.000.00000;35.196.70069
1554;1420;29/08/2012;45;16;18;11;36;02;41.256.60200;0;;;000;129;18.72393;9189;37550;SIM;22.322.16567;28.000.00000;35.832.32873
1555;1421;01/09/2012;31;39;59;19;53;44;49.871.11000;1;SÃO PAULO;SP;27.700.60977;142;20.56145;8046;51839;NÃO;000;2.500.00000;36.600.67791
1556;1422;05/09/2012;17;44;02;05;13;39;24.685.40200;1;CAÇAPAVA;SP;2.662.24382;250;5.78087;12007;17194;NÃO;000;2.000.00000;36.980.99847
1557;1423;08/09/2012;43;08;21;27;03;25;20.301.55800;3;MANAUS;AM;729.81996;187;6.35596;8340;20359;NÃO;000;2.000.00000;37.293.77846
1558;JABOATÃO DOS GUARARAPES;PE;;;;;;;;;;;;;;;;;;;
1559;MAUÁ;SP;;;;;;;;;;;;;;;;;;;
1560;1424;12/09/2012;60;38;29;03;07;15;23.333.07000;0;;;000;83;16.45838;6625;29456;SIM;13.325.27746;17.000.00000;37.653.26405
1561;1425;15/09/2012;07;29;50;16;38;36;39.029.97600;1;RIO DE JANEIRO;RJ;17.534.53897;82;27.86619;6460;50531;NÃO;000;2.000.00000;38.254.58713
1562;1426;19/09/2012;24;44;06;15;18;30;22.530.21000;0;;;000;67;19.68718;5957;31632;SIM;2.429.81306;5.500.00000;38.601.70329
1563;1427;22/09/2012;47;44;53;56;08;39;29.080.63800;0;;;000;73;23.32246;4824;50418;SIM;5.566.06941;9.000.00000;39.049.73992
1564;1428;26/09/2012;15;55;37;34;19;07;30.227.77200;1;RECIFE;PE;8.826.04059;204;8.67499;9777;25858;NÃO;000;2.000.00000;39.515.45010
1565;1429;29/09/2012;09;22;60;48;12;39;25.455.47800;0;;;000;59;25.25936;4805;44308;SIM;12.664.52603;16.000.00000;39.907.63498
1566;1430;03/10/2012;19;02;30;46;22;52;39.097.86400;0;;;000;87;26.31037;6685;48915;SIM;16.881.10904;22.000.00000;40.510.00401
1567;1431;06/10/2012;33;54;40;05;09;13;49.552.30800;0;;;000;278;10.43548;17721;23386;SIM;22.225.17132;28.000.00000;41.273.44149
1568;1432;10/10/2012;16;24;25;45;59;42;52.510.17000;0;;;000;124;24.79219;10268;42771;SIM;27.888.22983;35.000.00000;42.082.44986
1569;1433;13/10/2012;14;46;40;13;04;52;55.794.72600;1;VIÇOSA DO CEARÁ;CE;33.905.51749;124;26.34296;9358;49866;NÃO;000;2.000.00000;42.942.06239
1570;1434;17/10/2012;03;34;58;22;18;55;25.079.63800;2;LUIZ ALVES;SC;1.352.38047;116;12.65775;6335;33110;NÃO;000;19.000.00000;43.328.45682
1571;Ribeirão Preto;SP;;;;;;;;;;;;;;;;;;;
1572;1435;20/10/2012;45;47;50;52;15;04;41.564.02400;0;;;000;93;26.16543;6915;50271;SIM;19.534.16650;25.000.00000;43.968.82122
1573;1436;24/10/2012;01;23;13;30;24;57;46.027.55600;0;;;000;127;21.21815;9275;41504;SIM;24.498.09524;30.000.00000;44.677.95392
1574;1437;27/10/2012;48;37;26;22;38;23;60.881.31400;0;;;000;107;33.31144;8856;57496;SIM;31.063.95559;38.000.00000;45.615.93398
1575;1438;31/10/2012;49;07;33;31;36;14;68.771.56200;2;SÃO PAULO;SP;19.240.37733;712;5.65486;19524;29460;NÃO;000;2.500.00000;46.675.47671
1576;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1577;1439;03/11/2012;35;55;02;43;34;42;24.893.92200;0;;;000;45;32.38725;3961;52563;SIM;19.099.16519;25.000.00000;47.059.00986
1578;1440;07/11/2012;06;28;56;02;36;51;49.203.45800;1;RIALMA;GO;24.405.60510;148;19.46378;11068;37181;NÃO;000;2.000.00000;47.817.07271
1579;1441;10/11/2012;56;29;53;36;38;17;29.497.40600;0;;;000;66;26.16575;5471;45093;SIM;3.181.20348;6.700.00000;48.271.53035
1580;1442;14/11/2012;12;20;13;49;34;30;34.432.30800;0;;;000;80;25.19819;6274;45900;SIM;6.894.62079;11.000.00000;48.802.01855
1581;1443;17/11/2012;52;32;12;54;20;48;35.945.46200;0;;;000;72;29.22838;5984;50239;SIM;10.771.22706;15.000.00000;49.355.81946
1582;1444;21/11/2012;02;05;55;28;27;48;38.922.18600;0;;;000;175;13.02124;11165;29156;SIM;27.713.34032;32.000.00000;49.955.48187
1583;1445;24/11/2012;41;32;19;58;05;49;57.211.38800;1;ARAXÁ;MG;33.883.41057;133;25.18396;10497;45583;NÃO;000;2.500.00000;50.836.92050
1584;1446;28/11/2012;13;32;06;51;40;24;24.470.25400;1;RIBEIRÃO PIRES;SP;2.639.04077;87;16.46692;5521;37069;NÃO;000;2.500.00000;51.213.92634
1585;1447;01/12/2012;01;41;28;33;39;19;27.911.45400;0;;;000;51;32.04096;4339;53800;SIM;3.010.16350;6.000.00000;51.643.94971
1586;1448;05/12/2012;25;29;36;01;56;60;31.044.85400;0;;;000;83;21.89801;6212;41797;SIM;6.358.25443;10.000.00000;52.122.24843
1587;1449;08/12/2012;02;18;30;56;52;06;36.690.33600;0;;;000;116;18.51769;8481;36182;SIM;22.336.18415;27.000.00000;52.687.52539
1588;1450;12/12/2012;27;45;44;26;38;31;46.428.13200;0;;;000;88;30.88814;7146;54339;SIM;27.343.31377;33.000.00000;53.402.82963
1589;1451;15/12/2012;57;10;33;02;11;52;53.760.15800;0;;;000;164;19.19154;12868;34941;SIM;33.141.17959;40.000.00000;54.231.09619
1590;1452;18/12/2012;50;57;58;28;02;14;37.411.84000;0;;;000;60;36.50489;5878;53232;SIM;37.175.93017;41.000.00000;54.807.48915
1591;1453;20/12/2012;47;32;25;57;06;13;51.704.39400;0;;;000;282;10.73425;14237;30374;SIM;42.752.08824;48.000.00000;55.604.08317
1592;1454;22/12/2012;27;52;41;29;04;48;58.744.06400;0;;;000;144;23.88332;11007;44636;SIM;122.411.67125;230.000.00000;122.411.67125
1593;1455;31/12/2012;33;14;52;36;32;41;640.548.92400;3;APARECIDA DE GOIÂNIA;GO;81.594.69972;1368;27.41318;113258;47301;NÃO;000;2.500.00000;000
1594;FRANCA;SP;;;;;;;;;;;;;;;;;;;
1595;SÃO PAULO;SP;;;;;;;;;;;;;;;;;;;
1596;1456;02/01/2013;36;06;40;14;08;26;12.180.49000;0;;;000;24;29.71302;2685;37941;SIM;1.313.62795;3.500.00000;187.66116
1597;1457;05/01/2013;34;16;46;15;42;59;30.743.35200;0;;;000;96;18.74879;6867;37443;SIM;4.629.20283;7.500.00000;661.31473
1598;1458;09/01/2013;02;16;04;44;33;51;35.151.96800;0;;;000;134;15.35812;9515;30898;SIM;8.420.23324;13.000.00000;1.202.89051
1599;1459;12/01/2013;02;06;35;30;52;34;44.748.33600;1;LAGES;SC;13.246.20209;147;17.82185;11563;32366;NÃO;000;13.000.00000;1.892.31464
1600;1460;16/01/2013;50;52;14;04;27;38;36.815.06600;0;;;000;103;20.92578;7074;43526;SIM;12.296.57451;17.000.00000;2.459.51328
1601;1461;19/01/2013;44;31;49;54;36;47;45.787.97400;0;;;000;99;27.07755;6683;57302;SIM;17.234.66508;23.000.00000;3.164.95480
